split,group,n,recall5,recall15,within_recall5,within_recall15,log_radius5,log_radius15,abs_log_radius5,abs_log_radius15,within_log_radius15,within_abs_log_radius15,wrong_turn15,wrong_branch15,bridge_near_recall15,bridge_edge_loss15,bridge_true_edges15,bridge_cross_edge_loss15,bridge_cross_true_edges15,log_radius15_q10,log_radius15_q90,scale,method,condition,stage
query,B_branch_0,90,0.13333333333333333,0.342962962962963,0.15777777777777777,0.37703703703703706,0.21779993626687497,0.13599354960781926,0.3635641770784669,0.22192295771010534,0.20222345507805872,0.25404269814395203,0.0,0.06444444444444446,,,0,,0,-0.1818437319864416,0.4802888437318161,0.3093616297762478,direct_2,sparse_bridge,0.5
query,B_branch_1,85,0.19529411764705878,0.35999999999999993,0.21647058823529405,0.41176470588235303,0.004448762378705799,0.03167502912679604,0.3632453149850704,0.29511858163586474,0.13220887219690522,0.3433098961400664,0.0,0.03529411764705883,,,0,,0,-0.46396782440018647,0.40621653842719574,0.3093616297762478,direct_2,sparse_bridge,0.5
query,B_branch_2,85,0.08,0.228235294117647,0.08470588235294119,0.24078431372549014,0.2599256139824412,0.184529510963564,0.44246791082634307,0.31139889375900565,0.21208452848710596,0.32868897842698874,0.0,0.027450980392156866,,,0,,0,-0.27585398166503555,0.5227337875332544,0.3093616297762478,direct_2,sparse_bridge,0.5
query,B_branch_3,106,0.11698113207547169,0.33522012578616356,0.12830188679245283,0.35911949685534594,0.3153957478443145,0.2962778567500792,0.4449180640759486,0.40853715500857274,0.3366883178006453,0.4470328868249064,0.0,0.022012578616352203,0.2666666666666667,0.5454545454545454,11,0.5454545454545454,11,-0.20473357780756046,0.7763398292838058,0.3093616297762478,direct_2,sparse_bridge,0.5
query,B_branch_4,97,0.07216494845360824,0.22955326460481099,0.07216494845360824,0.23024054982817868,0.4629581294112074,0.4275599629917737,0.5024985560752243,0.44550320025440504,0.4282129895843701,0.4461562268470014,0.0,0.028178694158075602,,,0,,0,0.07326139444316318,0.8223108810097306,0.3093616297762478,direct_2,sparse_bridge,0.5
query,B_branch_5,97,0.12783505154639174,0.2962199312714777,0.12783505154639174,0.2962199312714777,0.338682437037514,0.22854932909904485,0.46993910934586514,0.35944077881066383,0.22854932909904485,0.35944077881066383,0.0,0.05910652920962199,,,0,,0,-0.21243416074335053,0.6838347223860786,0.3093616297762478,direct_2,sparse_bridge,0.5
query,B_branch_6,106,0.10377358490566035,0.29685534591194973,0.10377358490566035,0.29685534591194973,0.3851025859655033,0.3259794002673293,0.43149911909255223,0.35597065701985603,0.3259794002673293,0.35597065701985603,0.0,0.021383647798742137,,,0,,0,-0.015871152524824732,0.6323711669984391,0.3093616297762478,direct_2,sparse_bridge,0.5
query,bridge_near,89,0.13707865168539324,0.41273408239700377,0.19550561797752808,0.5003745318352061,0.31935458401655886,-0.1488023790790605,0.4157490342913183,0.22723222574332258,-0.05321773105938532,0.2544311786405033,0.007490636704119849,0.0,0.41273408239700377,0.5840130505709625,1226,0.5614035087719298,57,-0.439345244028993,0.11250288810381777,0.3093616297762478,direct_2,sparse_bridge,0.5
reference,all,2826,0.14869072894550603,0.497310686482661,0.15605095541401273,0.5138004246284501,0.07848386149364807,0.022358869959333953,0.3238284009606985,0.2609045252558929,0.0422030969614971,0.264923366820791,0.016843595187544233,0.004647322481717386,0.6320297951582868,0.3578690524603497,2459,0.5594405594405595,143,-0.3716017004127714,0.47034260781832704,0.3594182181476623,direct_2,sparse_bridge,0.75
reference,internal,2666,0.14403600900225055,0.48832208052013,0.15011252813203302,0.5032758189547386,0.06745655351911435,0.03037168444104498,0.32513997639901987,0.26690468494684627,0.050683941626601794,0.2705752006243339,0.017854463615903978,0.004926231557889473,0.505263157894737,0.559322033898305,59,0.559322033898305,59,-0.3761414419851853,0.48075120921181724,0.3594182181476623,direct_2,sparse_bridge,0.75
reference,A_spiral,1334,0.16986506746626687,0.5525237381309345,0.1790104947526237,0.5716641679160419,-0.09686607840382727,-0.1883153951065592,0.27980355439733473,0.23346709305982427,-0.16349516927124227,0.22965118467253848,0.03568215892053973,0.0,0.7166666666666668,0.5,30,0.5,30,-0.46292879378207547,0.08864405128539662,0.3594182181476623,direct_2,sparse_bridge,0.75
reference,B_tree,1332,0.11816816816816815,0.424024024024024,0.12117117117117117,0.4347847847847849,0.2320259161206189,0.24938712296694887,0.3705444711064133,0.30039248342829317,0.26518464278104925,0.3115606640475284,0.0,0.00985985985985986,0.3515151515151515,0.6206896551724138,29,0.6206896551724138,29,-0.08874459512143214,0.5993361649210214,0.3594182181476623,direct_2,sparse_bridge,0.75
reference,bridge_AB,160,0.22625,0.6470833333333333,0.255,0.6891666666666666,0.26222638061931625,-0.11115465134217609,0.3019742752196678,0.16092686440538415,-0.09910897727080965,0.17074968606925722,0.0,0.0,0.6470833333333333,0.35291666666666666,2400,0.5595238095238095,84,-0.32108079686673013,0.09145930878879377,0.3594182181476623,direct_2,sparse_bridge,0.75
reference,B_branch_0,180,0.1433333333333333,0.4770370370370371,0.15333333333333335,0.5088888888888888,0.22597898662167845,0.20723823309709172,0.41644000324935976,0.30419754996339987,0.24634620639359134,0.3273080391153646,0.0,0.03666666666666667,,,0,,0,-0.18788673450990745,0.6117873645751137,0.3594182181476623,direct_2,sparse_bridge,0.75
reference,B_branch_1,170,0.08823529411764705,0.371764705882353,0.1,0.3988235294117648,0.14995005359652583,0.18294771450099367,0.3549778608371498,0.25913036188988653,0.2355501216107657,0.29297838184022545,0.0,0.03529411764705883,,,0,,0,-0.16490692405789478,0.5193017358604415,0.3594182181476623,direct_2,sparse_bridge,0.75
reference,B_branch_2,170,0.11529411764705881,0.41372549019607846,0.11529411764705881,0.4231372549019608,0.29133419008414246,0.3226383660725578,0.4019036427989661,0.3486270484031096,0.3426651511717725,0.3686538335023243,0.0,0.0,,,0,,0,0.01829342127586416,0.6708561042040062,0.3594182181476623,direct_2,sparse_bridge,0.75
reference,B_branch_3,212,0.10566037735849056,0.42767295597484273,0.10660377358490565,0.43899371069182386,0.21591180748871105,0.2544616186497438,0.3479676340036952,0.2914518036323405,0.2622724607416497,0.29879808513726297,0.0,0.0,0.3515151515151515,0.6206896551724138,29,0.6206896551724138,29,-0.06865699234169823,0.5362641117861057,0.3594182181476623,direct_2,sparse_bridge,0.75
reference,B_branch_4,194,0.12164948453608244,0.4161512027491409,0.12164948453608244,0.4161512027491409,0.262802553121417,0.284217188484628,0.3719577011667508,0.31726828996395645,0.284217188484628,0.31726828996395645,0.0,0.00034364261168384877,,,0,,0,-0.03580363558316989,0.62668895105101,0.3594182181476623,direct_2,sparse_bridge,0.75
reference,B_branch_5,194,0.14845360824742268,0.41821305841924394,0.14845360824742268,0.41821305841924394,0.18351674044804658,0.19667605774324357,0.3398562230933037,0.2687870272570122,0.19667605774324357,0.2687870272570122,0.0,0.0006872852233676975,,,0,,0,-0.14569588853767523,0.564351028978343,0.3594182181476623,direct_2,sparse_bridge,0.75
reference,B_branch_6,212,0.10471698113207545,0.4380503144654088,0.10471698113207545,0.4380503144654088,0.28775818450455654,0.2909999019577491,0.3682789603560571,0.3139903550582126,0.2909999019577491,0.3139903550582126,0.0,0.001572327044025157,,,0,,0,-0.005801770562591,0.5906981091152592,0.3594182181476623,direct_2,sparse_bridge,0.75
reference,bridge_near,179,0.22346368715083798,0.6320297951582867,0.25921787709497207,0.6871508379888268,0.2501676864634011,-0.09079852497419555,0.30510656319446083,0.16713857341110921,-0.06779216769633056,0.17918820676344174,0.0,0.0,0.6320297951582867,0.3578690524603497,2459,0.5594405594405595,143,-0.31998677514708174,0.13103395732929957,0.3594182181476623,direct_2,sparse_bridge,0.75
query,all,1413,0.21939136588818117,0.5779193205944798,0.22604387827317765,0.589997640953055,0.007065535464212575,-0.08039466325276663,0.2965151667742656,0.24995176064707256,-0.06500966740390393,0.24928605641180746,0.011748053786270347,0.002689313517338995,0.7205992509363297,0.26508972267536707,1226,0.45614035087719296,57,-0.45260486970004793,0.31449271294802006,0.3594182181476623,direct_2,sparse_bridge,0.75
query,internal,1333,0.21230307576894222,0.568192048012003,0.21860465116279068,0.5799949987496875,-0.01056004407360941,-0.07332423613955896,0.2940500043610372,0.2515074401277141,-0.05739220553657892,0.25112111856663516,0.012453113278319581,0.0028507126781695427,0.548148148148148,0.5,26,0.5,26,-0.4604541420336003,0.3295231309483907,0.3594182181476623,direct_2,sparse_bridge,0.75
query,A_spiral,667,0.24617691154422786,0.6458770614692654,0.2545727136431784,0.6608695652173914,-0.18332078930348808,-0.2791648734299679,0.2850521483722183,0.29239859265680873,-0.2580111962864305,0.2864532115535024,0.024887556221889057,0.0,0.7833333333333333,0.4666666666666667,15,0.4666666666666667,15,-0.5409460306183397,-0.03937054366385685,0.3594182181476623,direct_2,sparse_bridge,0.75
query,B_tree,666,0.17837837837837836,0.49039039039039045,0.1825825825825826,0.49899899899899897,0.16246010167463246,0.1328254711768115,0.30306137064413363,0.21055488947169884,0.14352801492911327,0.21573597438909686,0.0,0.005705705705705706,0.36,0.5454545454545454,11,0.5454545454545454,11,-0.1417005069014441,0.42983179780307795,0.3594182181476623,direct_2,sparse_bridge,0.75
query,bridge_AB,80,0.3375,0.74,0.35,0.7566666666666666,0.3007517545131714,-0.19820565502658977,0.33759093548468344,0.224030251300884,-0.19193562576820672,0.21870933325699085,0.0,0.0,0.74,0.26,1200,0.41935483870967744,31,-0.4261632651891343,0.009009871045784806,0.3594182181476623,direct_2,sparse_bridge,0.75
query,B_branch_0,90,0.21555555555555558,0.5303703703703704,0.22666666666666668,0.557037037037037,0.16535588435470727,0.08618081038445125,0.38843781406698247,0.2095767061893087,0.11561638485923474,0.2176247360571146,0.0,0.031111111111111114,,,0,,0,-0.19655644415337054,0.41904675695737464,0.3594182181476623,direct_2,sparse_bridge,0.75
query,B_branch_1,85,0.1505882352941176,0.42823529411764705,0.15999999999999998,0.4549019607843137,0.07609611674746532,0.034097504966337476,0.2722258841546212,0.1778167037173701,0.07498211121586669,0.1992907326135002,0.0,0.011764705882352941,,,0,,0,-0.3037874720237476,0.3121162691997161,0.3594182181476623,direct_2,sparse_bridge,0.75
query,B_branch_2,85,0.18588235294117642,0.47294117647058825,0.19058823529411764,0.48000000000000015,0.3027524072244509,0.22240315465419883,0.345941913151775,0.2519214545023141,0.2326594686168415,0.26117608747023435,0.0,0.0,,,0,,0,-0.05758598446010468,0.537630250972276,0.3594182181476623,direct_2,sparse_bridge,0.75
query,B_branch_3,106,0.19999999999999998,0.5132075471698113,0.20566037735849055,0.5176100628930818,0.12384948759529277,0.127088303437295,0.23055710885827269,0.18912508972689424,0.12833089040208576,0.19020380301406692,0.0,0.0,0.36,0.5454545454545454,11,0.5454545454545454,11,-0.0964096877851501,0.4173377974415825,0.3594182181476623,direct_2,sparse_bridge,0.75
query,B_branch_4,97,0.16082474226804122,0.47422680412371127,0.16082474226804122,0.47422680412371127,0.15792611304038162,0.15523513582282608,0.3065902652491975,0.24793075723245417,0.15523513582282608,0.24793075723245417,0.0,0.0,,,0,,0,-0.19911047845927526,0.4643276640979361,0.3594182181476623,direct_2,sparse_bridge,0.75
query,B_branch_5,97,0.1690721649484536,0.4797250859106529,0.1690721649484536,0.4797250859106529,0.14012367519516608,0.12222167237674567,0.28725339810763634,0.18974745692768596,0.12222167237674567,0.18974745692768596,0.0,0.0,,,0,,0,-0.137292217232372,0.3435105595111438,0.3594182181476623,direct_2,sparse_bridge,0.75
query,B_branch_6,106,0.1660377358490566,0.5220125786163522,0.1660377358490566,0.5220125786163522,0.17995658907376907,0.17470060605375998,0.3046539427106706,0.21073455752694428,0.17470060605375998,0.21073455752694428,0.0,0.0,,,0,,0,-0.06377441591896332,0.4139611575125741,0.3594182181476623,direct_2,sparse_bridge,0.75
query,bridge_near,89,0.32359550561797756,0.7205992509363297,0.34606741573033717,0.7423220973782771,0.27396525330271965,-0.1815569704532212,0.3207749961147474,0.207458584218988,-0.17411354550421615,0.20137036814716835,0.0,0.0,0.7205992509363297,0.26508972267536707,1226,0.45614035087719296,57,-0.414044732422383,0.02840042778290112,0.3594182181476623,direct_2,sparse_bridge,0.75
reference,all,2826,0.6931351733899503,0.8239679169615475,0.694762915782024,0.829723991507431,-0.46861535568791013,-0.0017115372957368477,0.5367313412018347,0.2762080769675169,0.007051361493649818,0.2809785573961982,0.0031847133757961785,0.0,0.8983240223463688,0.09678731191541277,2459,0.22377622377622378,143,-0.44836910899701504,0.4502799703111854,0.5652810982670622,direct_2,sparse_bridge,1.0
reference,internal,2666,0.6802700675168792,0.8186796699174795,0.6813953488372093,0.8237309327331833,-0.4913722306687151,-0.0034055240364428353,0.5530806079100851,0.28151095938796156,0.004700757946987326,0.28538521800779326,0.0033758439609902473,0.0,0.7824561403508772,0.4576271186440678,59,0.4576271186440678,59,-0.4594483284140681,0.4535716541007206,0.5652810982670622,direct_2,sparse_bridge,1.0
reference,A_spiral,1334,0.7527736131934032,0.8836081959020492,0.7548725637181408,0.8898050974512746,-0.5517631161424613,-0.13498941660514135,0.57744665975939,0.24790486900200429,-0.12617242253080543,0.24975160657546672,0.006746626686656672,0.0,0.85,0.5333333333333333,30,0.5333333333333333,30,-0.49506997145653114,0.21293366570281674,0.5652810982670622,direct_2,sparse_bridge,1.0
reference,B_tree,1332,0.6076576576576577,0.7536536536536537,0.6078078078078079,0.7575575575575575,-0.43089066818975325,0.12837594194452104,0.5286779703973429,0.3151675093690929,0.13577044470177377,0.32107233336118934,0.0,0.0,0.7333333333333333,0.3793103448275862,29,0.3793103448275862,29,-0.3657764750074391,0.5507558884069294,0.5652810982670622,direct_2,sparse_bridge,1.0
reference,bridge_AB,160,0.9075,0.9120833333333334,0.9175000000000001,0.9295833333333334,-0.08942892632024695,0.026514516771276607,0.2643116846756127,0.18784879863685822,0.046218293089913855,0.20755257495549545,0.0,0.0,0.9120833333333334,0.08791666666666667,2400,0.05952380952380952,84,-0.27476858953903377,0.35449194220361685,0.5652810982670622,direct_2,sparse_bridge,1.0
reference,B_branch_0,180,0.6322222222222221,0.7285185185185185,0.6322222222222221,0.7451851851851852,-0.4419338699070564,0.15931128641213688,0.5741929976598069,0.342394280684557,0.19448275906766602,0.37403052460206176,0.0,0.0,,,0,,0,-0.37009478437286586,0.6382005626284133,0.5652810982670622,direct_2,sparse_bridge,1.0
reference,B_branch_1,170,0.6035294117647059,0.7513725490196078,0.6035294117647059,0.7584313725490196,-0.46482729578460297,0.07191715973026405,0.554399783992949,0.31765041729872473,0.08859280945998509,0.3323172836033147,0.0,0.0,,,0,,0,-0.452881903466712,0.49944620105027365,0.5652810982670622,direct_2,sparse_bridge,1.0
reference,B_branch_2,170,0.5658823529411764,0.764313725490196,0.5658823529411764,0.764313725490196,-0.28086313471308777,0.30535568228832316,0.4057414148077528,0.33161816385877774,0.30535568228832316,0.33161816385877774,0.0,0.0,,,0,,0,-0.04065936999837216,0.7452248540480816,0.5652810982670622,direct_2,sparse_bridge,1.0
reference,B_branch_3,212,0.6047169811320754,0.749056603773585,0.6056603773584905,0.7537735849056602,-0.4677057577695161,0.06524102050031683,0.5318002224565932,0.2598036890750516,0.06846626644660365,0.25828168143609576,0.0,0.0,0.7333333333333333,0.3793103448275862,29,0.3793103448275862,29,-0.37567561673839117,0.4652943802561237,0.5652810982670622,direct_2,sparse_bridge,1.0
reference,B_branch_4,194,0.645360824742268,0.7872852233676977,0.645360824742268,0.7872852233676977,-0.47385976385653833,0.11102870229832111,0.5239906733743356,0.26586655115307256,0.11102870229832111,0.26586655115307256,0.0,0.0,,,0,,0,-0.34581392925255133,0.45197355764378677,0.5652810982670622,direct_2,sparse_bridge,1.0
reference,B_branch_5,194,0.611340206185567,0.7422680412371134,0.611340206185567,0.7422680412371134,-0.40970454656536776,0.09186742794186915,0.5269000559772651,0.3495713809645061,0.09186742794186915,0.3495713809645061,0.0,0.0,,,0,,0,-0.5339573880467203,0.5532233594615935,0.5652810982670622,direct_2,sparse_bridge,1.0
reference,B_branch_6,212,0.5886792452830188,0.7525157232704401,0.5886792452830188,0.7525157232704401,-0.45785756316927595,0.11788393566081827,0.5707823799026789,0.34586392568356056,0.11788393566081827,0.34586392568356056,0.0,0.0,,,0,,0,-0.44017313083463294,0.5465859033221921,0.5652810982670622,direct_2,sparse_bridge,1.0
reference,bridge_near,179,0.8648044692737431,0.8983240223463688,0.8782122905027933,0.9229050279329608,-0.18652286172531632,0.0012269842763513524,0.3428426457301126,0.19101937516548856,0.01881009952476192,0.21004143906976133,0.0,0.0,0.8983240223463688,0.09678731191541277,2459,0.22377622377622378,143,-0.35188936745187455,0.3384121937379842,0.5652810982670622,direct_2,sparse_bridge,1.0
query,all,1413,0.654069355980184,0.8170794998820476,0.6552016985138004,0.8225053078556264,-0.543851070787439,-0.04445531882592781,0.6063260718766713,0.2825317186146618,-0.035276028887926136,0.28749508872932517,0.0025477707006369425,0.0,0.9063670411985018,0.09380097879282219,1226,0.3157894736842105,57,-0.49166252143110684,0.40500255444754024,0.5652810982670622,direct_2,sparse_bridge,1.0
query,internal,1333,0.6397599399849963,0.8111527881970493,0.640510127531883,0.8160540135033758,-0.5716313082734992,-0.04817759514643981,0.6248246583203775,0.2872876550924842,-0.03971235645343637,0.2913146629677387,0.0027006751687921977,0.0,0.8222222222222223,0.5384615384615384,26,0.5384615384615384,26,-0.5070194379414003,0.4075301996560948,0.5652810982670622,direct_2,sparse_bridge,1.0
query,A_spiral,667,0.7178410794602698,0.8859570214892555,0.7190404797601199,0.8926536731634183,-0.6451519139167307,-0.15090864228432924,0.6666476397177089,0.26311364500896844,-0.142684467654045,0.2653549465533448,0.005397301349325337,0.0,0.8666666666666667,0.5333333333333333,15,0.5333333333333333,15,-0.5404288472960515,0.22754660456084483,0.5652810982670622,direct_2,sparse_bridge,1.0
query,B_tree,666,0.5615615615615616,0.7362362362362362,0.5618618618618618,0.7393393393393394,-0.49800031133050315,0.05470770281297799,0.5829388796536807,0.31149796248843775,0.06341436752675274,0.3173133579353074,0.0,0.0,0.7866666666666667,0.5454545454545454,11,0.5454545454545454,11,-0.4476618150143893,0.5214361189892013,0.5652810982670622,direct_2,sparse_bridge,1.0
query,bridge_AB,80,0.8924999999999998,0.9158333333333333,0.9,0.93,-0.08096286367596246,0.01756711036460356,0.2980933752584179,0.20328592705294599,0.03864427917238831,0.22385143298175905,0.0,0.0,0.9158333333333333,0.08416666666666667,1200,0.12903225806451613,31,-0.30433744658687945,0.36363791627627956,0.5652810982670622,direct_2,sparse_bridge,1.0
query,B_branch_0,90,0.5888888888888889,0.7185185185185184,0.5888888888888889,0.7370370370370372,-0.4769970651441494,0.09644046874374068,0.5770387968957853,0.3146549783221056,0.14152244436239278,0.3554946284126462,0.0,0.0,,,0,,0,-0.4477301717069408,0.5536360018999825,0.5652810982670622,direct_2,sparse_bridge,1.0
query,B_branch_1,85,0.5717647058823528,0.7207843137254901,0.5717647058823528,0.7254901960784313,-0.5288037641861405,-0.0430162807091108,0.6050642065486547,0.3534153026847159,-0.03016271448476344,0.3633705100269786,0.0,0.0,,,0,,0,-0.736102591466033,0.4224388148205781,0.5652810982670622,direct_2,sparse_bridge,1.0
query,B_branch_2,85,0.5199999999999999,0.7419607843137255,0.5199999999999999,0.7419607843137255,-0.352986073111799,0.26324082755392963,0.44546531394332367,0.3092473176873071,0.26324082755392963,0.3092473176873071,0.0,0.0,,,0,,0,-0.10315126003250703,0.6653383805150839,0.5652810982670622,direct_2,sparse_bridge,1.0
query,B_branch_3,106,0.5660377358490566,0.7415094339622641,0.5679245283018868,0.7415094339622641,-0.5869772931548201,-0.03468006348192026,0.6517008992877362,0.28744377727211096,-0.028560178909979018,0.2813238927001697,0.0,0.0,0.7866666666666666,0.5454545454545454,11,0.5454545454545454,11,-0.48570910064108275,0.45955364826501277,0.5652810982670622,direct_2,sparse_bridge,1.0
query,B_branch_4,97,0.5463917525773196,0.7422680412371134,0.5463917525773196,0.7422680412371134,-0.5665410366085214,0.007319205575701967,0.6096585481822866,0.28289711971706016,0.007319205575701967,0.28289711971706016,0.0,0.0,,,0,,0,-0.36301204395542835,0.42806742119549834,0.5652810982670622,direct_2,sparse_bridge,1.0
query,B_branch_5,97,0.575257731958763,0.7463917525773195,0.575257731958763,0.7463917525773195,-0.3854814430072435,0.06105692000310564,0.5569282396830835,0.3392334942842254,0.06105692000310564,0.3392334942842254,0.0,0.0,,,0,,0,-0.5645746064478891,0.5085979050219559,0.5652810982670622,direct_2,sparse_bridge,1.0
query,B_branch_6,106,0.5603773584905659,0.738993710691824,0.5603773584905659,0.738993710691824,-0.5586845444875151,0.05736041464751211,0.6110337654667133,0.30185530460112836,0.05736041464751211,0.30185530460112836,0.0,0.0,,,0,,0,-0.37768313378919427,0.49242949142956616,0.5652810982670622,direct_2,sparse_bridge,1.0
query,bridge_near,89,0.8629213483146068,0.906367041198502,0.8741573033707865,0.9250936329588016,-0.16758768322784728,-0.012569634860794154,0.3627611767851105,0.21401194879424768,0.008562539983957718,0.22738866195235455,0.0,0.0,0.906367041198502,0.09380097879282219,1226,0.3157894736842105,57,-0.360181365989922,0.3603340202870016,0.5652810982670622,direct_2,sparse_bridge,1.0
reference,all,2826,0.4582448690728945,0.5055909412597311,0.50552016985138,0.571172446331682,0.11834884120093628,0.1317344808767501,0.8200691266572578,0.8010372429556464,0.26863551921028966,0.8618595056822307,0.06074545883463082,0.08296768105685304,0.6770949720670391,0.30947539650264333,2459,0.6853146853146853,143,-0.9548038148669595,1.5240311995904434,1.2665738818919259,spectral_100_pca_2,sparse_bridge,0.0
reference,internal,2666,0.4410352588147037,0.49392348087021753,0.4847711927981996,0.5520380095023755,0.09806573766414374,0.12040183449131908,0.8331373134882365,0.8191287564509306,0.25046250433734357,0.8732719888396058,0.06439109777444361,0.08794698674668668,0.48421052631578954,0.6949152542372882,59,0.6949152542372882,59,-0.9811955289274634,1.5418325885422308,1.2665738818919259,spectral_100_pca_2,sparse_bridge,0.0
reference,A_spiral,1334,0.5181409295352324,0.5925537231384308,0.5554722638680659,0.6488255872063968,-0.6802815563778039,-0.6619173216555182,0.6940581497281695,0.682468778531819,-0.5771642005796292,0.6294069858818413,0.1286856571714143,0.0,0.45833333333333337,0.7666666666666667,30,0.7666666666666667,30,-1.3114575403553206,-0.0767684161921439,1.2665738818919259,spectral_100_pca_2,sparse_bridge,0.0
reference,B_tree,1332,0.36381381381381384,0.3951451451451451,0.41396396396396395,0.45510510510510516,0.8775817213367849,0.9038956440257644,0.972425304821517,0.9559939295320832,1.079331891994432,1.1175031554654746,0.0,0.17602602602602602,0.503030303030303,0.6206896551724138,29,0.6206896551724138,29,0.012357230737313573,1.7953165137635658,1.2665738818919259,spectral_100_pca_2,sparse_bridge,0.0
reference,bridge_AB,160,0.7449999999999999,0.7,0.85125,0.89,0.4563160538827429,0.32056470127399284,0.6023204635860765,0.4995873993404696,0.5714433795307526,0.6716990050724698,0.0,0.0,0.7,0.3,2400,0.6785714285714286,84,-0.48125177670383074,0.9112816518589223,1.2665738818919259,spectral_100_pca_2,sparse_bridge,0.0
reference,B_branch_0,180,0.3711111111111111,0.36740740740740735,0.43333333333333335,0.4477777777777777,0.5449209887155037,0.48662130122979863,0.6296111052760375,0.5498433747483693,0.6548001788906791,0.6635489918798039,0.0,0.20703703703703702,,,0,,0,-0.07634422366876582,1.211667570548657,1.2665738818919259,spectral_100_pca_2,sparse_bridge,0.0
reference,B_branch_1,170,0.24588235294117644,0.2227450980392157,0.3635294117647059,0.35647058823529415,1.2174206284540026,1.1273219125848226,1.2299948022955693,1.1372208119291864,1.444987744319664,1.444987744319664,0.0,0.37607843137254904,,,0,,0,0.41460475857914203,1.7570778075030113,1.2665738818919259,spectral_100_pca_2,sparse_bridge,0.0
reference,B_branch_2,170,0.27647058823529413,0.3011764705882353,0.2894117647058823,0.31803921568627447,0.9604989919534743,0.9811799868707894,0.98350193093929,0.9900507720490673,1.12343444017744,1.12343444017744,0.0,0.2662745098039216,,,0,,0,0.25687458576593136,1.4858147110728757,1.2665738818919259,spectral_100_pca_2,sparse_bridge,0.0
reference,B_branch_3,212,0.37641509433962267,0.4742138364779874,0.3820754716981133,0.48144654088050315,0.2522071051677714,0.39563514123584287,0.49008682931751263,0.4782205698384014,0.4433014594546321,0.5277049467807129,0.0,0.06069182389937107,0.503030303030303,0.6206896551724138,29,0.6206896551724138,29,-0.15450800538085407,0.909763834410118,1.2665738818919259,spectral_100_pca_2,sparse_bridge,0.0
reference,B_branch_4,194,0.45154639175257727,0.47216494845360824,0.48762886597938143,0.5099656357388316,1.1090812661079237,1.0958173327922907,1.332835627510833,1.2575482466699057,1.161895994531834,1.3236269084094492,0.0,0.13951890034364262,,,0,,0,-0.3740143642063621,2.3081232095704496,1.2665738818919259,spectral_100_pca_2,sparse_bridge,0.0
reference,B_branch_5,194,0.41134020618556705,0.5144329896907216,0.4639175257731959,0.5714776632302405,1.2055630766230065,1.393949633189489,1.211283159691353,1.3980597746736414,1.559730713768098,1.559730713768098,0.0,0.1316151202749141,,,0,,0,0.6478626306605303,2.0190828994780783,1.2665738818919259,spectral_100_pca_2,sparse_bridge,0.0
reference,B_branch_6,212,0.38584905660377367,0.37358490566037733,0.4566037735849057,0.4672955974842766,0.934423729231923,0.9012377328822473,0.9820217447646742,0.9254963229213969,1.2320697441376633,1.2320697441376633,0.0,0.10628930817610062,,,0,,0,0.0906541760636437,1.5583057674608352,1.2665738818919259,spectral_100_pca_2,sparse_bridge,0.0
reference,bridge_near,179,0.7050279329608938,0.6770949720670391,0.8089385474860336,0.8480446927374302,0.413531351620935,0.3096749023532018,0.5549389641351521,0.48091787371451816,0.5278862257080204,0.6387338255286207,0.00446927374301676,0.010055865921787711,0.6770949720670391,0.30947539650264333,2459,0.6853146853146853,143,-0.45213401966816363,0.9057838512727671,1.2665738818919259,spectral_100_pca_2,sparse_bridge,0.0
query,all,1413,0.4828025477707007,0.5199811276244397,0.5201698513800425,0.5785326728001887,0.15054237551060065,0.15081908022829807,0.8347322180348017,0.8013611732458477,0.2801790698240413,0.8630420863239163,0.057230478886529844,0.08072658645907053,0.7033707865168539,0.28874388254486133,1226,0.7017543859649122,57,-0.965066162308886,1.5311922410873686,1.2665738818919259,spectral_100_pca_2,sparse_bridge,0.0
query,internal,1333,0.4648162040510127,0.5079769942485621,0.5003750937734434,0.5596399099774944,0.12890532701782714,0.13943621237729809,0.8462948157039556,0.8186018058284612,0.26184249269025933,0.8736822626437413,0.06066516629157289,0.08557139284821205,0.5555555555555556,0.6923076923076923,26,0.6923076923076923,26,-0.9936644455605624,1.5456069904925434,1.2665738818919259,spectral_100_pca_2,sparse_bridge,0.0
query,A_spiral,667,0.5445277361319341,0.6094952523738131,0.5778110944527736,0.6603698150924538,-0.6722388392889469,-0.6453767440064365,0.6882496142316098,0.6675669684184095,-0.5675372269147068,0.6213258948669464,0.12123938030984509,0.0,0.55,0.7333333333333333,15,0.7333333333333333,15,-1.3252178625921383,-0.038178063540609805,1.2665738818919259,spectral_100_pca_2,sparse_bridge,0.0
query,B_tree,666,0.38498498498498496,0.4063063063063063,0.42282282282282285,0.4587587587587587,0.9312524124932301,0.9254275665934406,1.0045773222836174,0.9698634222736634,1.092467527189527,1.1264175438856663,0.0,0.17127127127127126,0.5599999999999999,0.6363636363636364,11,0.6363636363636364,11,0.0023392464294012248,1.7955458193561724,1.2665738818919259,spectral_100_pca_2,sparse_bridge,0.0
query,bridge_AB,80,0.7825,0.72,0.8499999999999999,0.8933333333333333,0.5110696960214377,0.3404861157955845,0.6420704343725241,0.514089132838047,0.5857122863156831,0.6857501483948335,0.0,0.0,0.72,0.28,1200,0.7096774193548387,31,-0.4875659210051569,0.9044290623061336,1.2665738818919259,spectral_100_pca_2,sparse_bridge,0.0
